Date;Receipt number;Receipt type;Total collected;Payment type;Store
08/12/2020 18.26;43-1420;Sale;8000000;GO FOOD;Crisbar Unjani
08/12/2020 18.26;36-5403;Sale;5223500;GRAB FOOD;Crisbar Metro Margahayu
08/12/2020 18.25;19-38445;Sale;2700000;GO FOOD;Crisbar Sukapura
08/12/2020 18.24;27-7805;Sale;3622700;GRAB FOOD;Crisbar Antapani
08/12/2020 18.23;33-15315;Sale;2700000;Cash;Crisbar Unjani
08/12/2020 18.23;27-7804;Sale;7850000;GRAB FOOD;Crisbar Antapani
08/12/2020 18.23;4-41175;Sale;3850000;SHOPEE PAY;Crisbar Cisitu
08/12/2020 18.22;19-38444;Sale;1750000;Cash;Crisbar Sukapura
08/12/2020 18.21;23-14453;Sale;4300000;Cash;Crisbar Sukabirus
08/12/2020 18.19;27-7803;Sale;3370000;GRAB FOOD;Crisbar Antapani
08/12/2020 18.19;23-14452;Sale;4970700;GRAB FOOD;Crisbar Sukabirus
08/12/2020 18.17;33-15314;Sale;3400000;Cash;Crisbar Unjani
08/12/2020 18.16;33-15313;Sale;1950000;Cash;Crisbar Unjani
08/12/2020 18.15;33-15312;Sale;5350000;Cash;Crisbar Unjani
08/12/2020 18.15;23-14451;Sale;1950000;Cash;Crisbar Sukabirus
08/12/2020 18.10;15-32027;Sale;2300000;Cash;Crisbar Jatinangor
08/12/2020 18.10;4-41174;Sale;5650000;GO FOOD;Crisbar Cisitu
08/12/2020 18.09;43-1419;Sale;3800000;GRAB FOOD;Crisbar Unjani
08/12/2020 18.06;33-15311;Sale;3900000;Cash;Crisbar Unjani
08/12/2020 18.03;43-1418;Sale;6600000;GO FOOD;Crisbar Unjani
08/12/2020 18.03;15-32026;Sale;3350000;GO FOOD;Crisbar Jatinangor
08/12/2020 18.02;4-41173;Sale;2600000;OVO;Crisbar Cisitu
08/12/2020 18.00;33-15310;Sale;2350000;Cash;Crisbar Unjani
08/12/2020 17.59;4-41172;Sale;5350000;GRAB FOOD;Crisbar Cisitu
08/12/2020 17.59;33-15309;Sale;2700000;Cash;Crisbar Unjani
08/12/2020 17.58;33-15308;Sale;4100000;Cash;Crisbar Unjani
08/12/2020 17.57;15-32025;Sale;6000000;GO FOOD;Crisbar Jatinangor
08/12/2020 17.54;36-5402;Sale;3664900;GRAB FOOD;Crisbar Metro Margahayu
08/12/2020 17.52;33-15307;Sale;2300000;Cash;Crisbar Unjani
08/12/2020 17.51;43-1417;Sale;3664900;GRAB FOOD;Crisbar Unjani
08/12/2020 17.50;15-32024;Sale;2450000;GRAB FOOD;Crisbar Jatinangor
08/12/2020 17.50;33-15306;Sale;3900000;Cash;Crisbar Unjani
08/12/2020 17.49;15-32023;Sale;3538500;GRAB FOOD;Crisbar Jatinangor
08/12/2020 17.49;38-5017;Sale;400000;Cash;Crisbar Metro Margahayu
08/12/2020 17.48;38-5016;Sale;1850000;Cash;Crisbar Metro Margahayu
08/12/2020 17.48;43-1416;Sale;9800000;GRAB FOOD;Crisbar Unjani
08/12/2020 17.48;15-32022;Sale;4970700;GRAB FOOD;Crisbar Jatinangor
08/12/2020 17.46;33-15305;Sale;2150000;Cash;Crisbar Unjani
08/12/2020 17.46;43-1415;Sale;2750000;GRAB FOOD;Crisbar Unjani
08/12/2020 17.45;43-1414;Sale;3580600;GRAB FOOD;Crisbar Unjani
08/12/2020 17.42;38-5015;Sale;2200000;Cash;Crisbar Metro Margahayu
08/12/2020 17.40;23-14450;Refund;-4000000;Cash;Crisbar Sukabirus
08/12/2020 17.39;23-14449;Sale;3500000;Cash;Crisbar Sukabirus
08/12/2020 17.39;38-5014;Sale;2000000;Cash;Crisbar Metro Margahayu
08/12/2020 17.38;23-14448;Sale;1550000;Cash;Crisbar Sukabirus
08/12/2020 17.37;23-14447;Sale;4050000;Cash;Crisbar Sukabirus
08/12/2020 17.37;23-14446;Sale;1800000;Cash;Crisbar Sukabirus
08/12/2020 17.36;33-15304;Sale;4650000;Cash;Crisbar Unjani
08/12/2020 17.34;19-38443;Sale;1600000;Cash;Crisbar Sukapura
08/12/2020 17.34;4-41171;Sale;600000;OVO;Crisbar Cisitu
08/12/2020 17.33;33-15303;Sale;2000000;Cash;Crisbar Unjani
08/12/2020 17.33;29-7021;Sale;4000000;GO FOOD;Crisbar Sukajadi
08/12/2020 17.32;4-41170;Sale;7950000;GO FOOD;Crisbar Cisitu
08/12/2020 17.32;33-15302;Sale;4500000;Cash;Crisbar Unjani
08/12/2020 17.31;33-15301;Sale;1900000;Cash;Crisbar Unjani
08/12/2020 17.29;38-5013;Sale;2500000;Cash;Crisbar Metro Margahayu
08/12/2020 17.28;27-7802;Sale;4212500;GRAB FOOD;Crisbar Antapani
08/12/2020 17.25;19-38442;Sale;1900000;GOPAY;Crisbar Sukapura
08/12/2020 17.25;4-41169;Sale;300000;Cash;Crisbar Cisitu
08/12/2020 17.24;4-41168;Sale;1400000;Cash;Crisbar Cisitu
08/12/2020 17.23;23-14445;Sale;1900000;Cash;Crisbar Sukabirus
08/12/2020 17.23;23-14444;Sale;2000000;Cash;Crisbar Sukabirus
08/12/2020 17.23;43-1413;Sale;3580600;GRAB FOOD;Crisbar Unjani
08/12/2020 17.22;23-14443;Sale;1800000;Cash;Crisbar Sukabirus
08/12/2020 17.22;23-14442;Sale;1700000;Cash;Crisbar Sukabirus
08/12/2020 17.22;23-14441;Sale;1700000;Cash;Crisbar Sukabirus
08/12/2020 17.22;4-41167;Sale;3900000;Cash;Crisbar Cisitu
08/12/2020 17.21;33-15300;Sale;4100000;Cash;Crisbar Unjani
08/12/2020 17.21;19-38441;Sale;4600000;Cash;Crisbar Sukapura
08/12/2020 17.21;27-7801;Sale;3370000;GRAB FOOD;Crisbar Antapani
08/12/2020 17.20;33-15299;Sale;2450000;Cash;Crisbar Unjani
08/12/2020 17.19;4-41166;Sale;1950000;Cash;Crisbar Cisitu
08/12/2020 17.18;15-32021;Sale;1900000;GO FOOD;Crisbar Jatinangor
08/12/2020 17.16;4-41165;Sale;2250000;Cash;Crisbar Cisitu
08/12/2020 17.15;15-32020;Sale;5700000;SHOPEE PAY;Crisbar Jatinangor
08/12/2020 17.14;4-41164;Sale;4600000;GO FOOD;Crisbar Cisitu
08/12/2020 17.13;4-41163;Sale;1800000;GOPAY;Crisbar Cisitu
08/12/2020 17.12;38-5012;Sale;2050000;Cash;Crisbar Metro Margahayu
08/12/2020 17.12;33-15298;Sale;1950000;Cash;Crisbar Unjani
08/12/2020 17.11;27-7800;Sale;300000;Cash;Crisbar Antapani
08/12/2020 17.10;33-15297;Sale;4100000;Cash;Crisbar Unjani
08/12/2020 17.08;33-15296;Sale;3700000;Cash;Crisbar Unjani
08/12/2020 17.06;33-15295;Sale;3100000;Cash;Crisbar Unjani
08/12/2020 17.00;33-15294;Sale;1750000;Cash;Crisbar Unjani
08/12/2020 16.59;19-38440;Sale;4500000;Cash;Crisbar Sukapura
08/12/2020 16.58;4-41162;Sale;4000000;Cash;Crisbar Cisitu
08/12/2020 16.58;36-5401;Sale;5500000;GO FOOD;Crisbar Metro Margahayu
08/12/2020 16.57;19-38439;Sale;2500000;Cash;Crisbar Sukapura
08/12/2020 16.57;19-38438;Sale;2300000;Cash;Crisbar Sukapura
08/12/2020 16.57;4-41161;Sale;3959700;GRAB FOOD;Crisbar Cisitu
08/12/2020 16.56;19-38437;Sale;2100000;Cash;Crisbar Sukapura
08/12/2020 16.55;15-32019;Sale;2150000;Cash;Crisbar Jatinangor
08/12/2020 16.55;15-32018;Sale;0;Cash;Crisbar Jatinangor
08/12/2020 16.54;29-7020;Sale;5750000;GO FOOD;Crisbar Sukajadi
08/12/2020 16.54;43-1412;Sale;2450000;GO FOOD;Crisbar Unjani
08/12/2020 16.50;27-7799;Sale;2300000;GRAB FOOD;Crisbar Antapani
08/12/2020 16.49;43-1411;Sale;4844400;GRAB FOOD;Crisbar Unjani
08/12/2020 16.47;15-32017;Sale;0;Cash;Crisbar Jatinangor
08/12/2020 16.44;4-41160;Sale;2300000;SHOPEE PAY;Crisbar Cisitu
08/12/2020 16.44;38-5011;Sale;4400000;Cash;Crisbar Metro Margahayu
08/12/2020 16.44;19-38436;Sale;1900000;Cash;Crisbar Sukapura
08/12/2020 16.43;43-1410;Sale;3600000;GRAB FOOD;Crisbar Unjani
08/12/2020 16.42;19-38435;Sale;1900000;Cash;Crisbar Sukapura
08/12/2020 16.42;36-5400;Sale;8130100;GRAB FOOD;Crisbar Metro Margahayu
08/12/2020 16.42;43-1409;Sale;3400000;GO FOOD;Crisbar Unjani
08/12/2020 16.41;19-38434;Sale;1700000;Cash;Crisbar Sukapura
08/12/2020 16.40;33-15293;Sale;4350000;Cash;Crisbar Unjani
08/12/2020 16.38;33-15292;Sale;1450000;Cash;Crisbar Unjani
08/12/2020 16.37;33-15291;Sale;12250000;Cash;Crisbar Unjani
08/12/2020 16.35;29-7019;Sale;6000000;GO FOOD;Crisbar Sukajadi
08/12/2020 16.35;33-15290;Sale;1350000;Cash;Crisbar Unjani
08/12/2020 16.32;43-1408;Sale;5700000;GO FOOD;Crisbar Unjani
08/12/2020 16.32;4-41159;Sale;4000000;GO FOOD;Crisbar Cisitu
08/12/2020 16.32;36-5399;Sale;6276600;GRAB FOOD;Crisbar Metro Margahayu
08/12/2020 16.31;27-7798;Sale;10500000;GRAB FOOD;Crisbar Antapani
08/12/2020 16.28;23-14440;Sale;4000000;Cash;Crisbar Sukabirus
08/12/2020 16.25;33-15289;Sale;0;Cash;Crisbar Unjani
08/12/2020 16.25;36-5398;Sale;2300000;GO FOOD;Crisbar Metro Margahayu
08/12/2020 16.23;33-15288;Sale;0;Cash;Crisbar Unjani
08/12/2020 16.20;4-41158;Sale;3100000;GRAB FOOD;Crisbar Cisitu
08/12/2020 16.19;4-41157;Sale;3800000;Cash;Crisbar Cisitu
08/12/2020 16.18;36-5397;Sale;5729000;GRAB FOOD;Crisbar Metro Margahayu
08/12/2020 16.18;4-41156;Sale;1600000;GO FOOD;Crisbar Cisitu
08/12/2020 16.16;4-41155;Sale;6600000;GO FOOD;Crisbar Cisitu
08/12/2020 16.13;33-15287;Sale;4597500;Cash;Crisbar Unjani
08/12/2020 16.12;4-41154;Sale;2300000;Cash;Crisbar Cisitu
08/12/2020 16.12;43-1407;Sale;7450000;GRAB FOOD;Crisbar Unjani
08/12/2020 16.12;27-7797;Sale;1600000;GRAB FOOD;Crisbar Antapani
08/12/2020 16.09;4-41153;Sale;3600000;Cash;Crisbar Cisitu
08/12/2020 16.08;43-1406;Sale;3600000;GO FOOD;Crisbar Unjani
08/12/2020 16.07;4-41152;Sale;8100000;Cash;Crisbar Cisitu
08/12/2020 16.01;33-15286;Sale;5050000;Cash;Crisbar Unjani
08/12/2020 15.58;15-32016;Sale;3600000;Cash;Crisbar Jatinangor
08/12/2020 15.56;15-32015;Sale;5900000;GRAB FOOD;Crisbar Jatinangor
08/12/2020 15.55;33-15285;Sale;4400000;Cash;Crisbar Unjani
08/12/2020 15.53;15-32014;Sale;1700000;SHOPEE PAY;Crisbar Jatinangor
08/12/2020 15.50;15-32013;Sale;2900000;GO FOOD;Crisbar Jatinangor
08/12/2020 15.50;27-7796;Sale;0;Cash;Crisbar Antapani
08/12/2020 15.47;36-5396;Sale;3580600;GRAB FOOD;Crisbar Metro Margahayu
08/12/2020 15.47;29-7018;Sale;5300000;GRAB FOOD;Crisbar Sukajadi
08/12/2020 15.46;4-41151;Sale;2300000;Cash;Crisbar Cisitu
08/12/2020 15.44;27-7795;Sale;5307700;GRAB FOOD;Crisbar Antapani
08/12/2020 15.44;43-1405;Sale;2600000;GRAB FOOD;Crisbar Unjani
08/12/2020 15.44;36-5395;Sale;5650000;GRAB FOOD;Crisbar Metro Margahayu
08/12/2020 15.41;15-32012;Sale;4970700;GRAB FOOD;Crisbar Jatinangor
08/12/2020 15.40;33-15284;Sale;3100000;Cash;Crisbar Unjani
08/12/2020 15.37;4-41150;Sale;5050000;GO FOOD;Crisbar Cisitu
08/12/2020 15.36;38-5010;Sale;2800000;Cash;Crisbar Metro Margahayu
08/12/2020 15.35;33-15283;Sale;1650000;Cash;Crisbar Unjani
08/12/2020 15.34;4-41149;Sale;4200000;GO FOOD;Crisbar Cisitu
08/12/2020 15.33;4-41148;Sale;3300000;GO FOOD;Crisbar Cisitu
08/12/2020 15.29;33-15282;Sale;4597500;Cash;Crisbar Unjani
08/12/2020 15.23;38-5009;Sale;10850000;Cash;Crisbar Metro Margahayu
08/12/2020 15.23;4-41147;Sale;1900000;Cash;Crisbar Cisitu
08/12/2020 15.22;4-41146;Sale;5800000;GO FOOD;Crisbar Cisitu
08/12/2020 15.21;4-41145;Sale;4700000;GOPAY;Crisbar Cisitu
08/12/2020 15.21;29-7017;Sale;3833400;GRAB FOOD;Crisbar Sukajadi
08/12/2020 15.21;43-1404;Sale;27000000;GRAB FOOD;Crisbar Unjani
08/12/2020 15.21;15-32011;Sale;5900000;Cash;Crisbar Jatinangor
08/12/2020 15.18;15-32010;Sale;2750000;GRAB FOOD;Crisbar Jatinangor
08/12/2020 15.18;29-7016;Sale;7500000;GO FOOD;Crisbar Sukajadi
08/12/2020 15.10;15-32009;Sale;4500000;GO FOOD;Crisbar Jatinangor
08/12/2020 15.08;15-32008;Sale;2100000;GRAB FOOD;Crisbar Jatinangor
08/12/2020 15.08;4-41144;Sale;4000000;Cash;Crisbar Cisitu
08/12/2020 15.06;4-41143;Sale;3800000;Cash;Crisbar Cisitu
08/12/2020 15.04;36-5394;Sale;3300000;GO FOOD;Crisbar Metro Margahayu
08/12/2020 15.03;38-5008;Sale;4500000;SHOPEE PAY;Crisbar Metro Margahayu
08/12/2020 15.02;33-15281;Sale;3300000;Cash;Crisbar Unjani
08/12/2020 14.59;33-15280;Sale;500000;Cash;Crisbar Unjani
08/12/2020 14.58;15-32007;Sale;3100000;GO FOOD;Crisbar Jatinangor
08/12/2020 14.57;36-5393;Sale;5200000;GO FOOD;Crisbar Metro Margahayu
08/12/2020 14.56;36-5392;Sale;5800000;GO FOOD;Crisbar Metro Margahayu
08/12/2020 14.51;4-41142;Sale;2250000;Cash;Crisbar Cisitu
08/12/2020 14.47;38-5007;Sale;2450000;Cash;Crisbar Metro Margahayu
08/12/2020 14.44;43-1403;Sale;5139200;GRAB FOOD;Crisbar Unjani
08/12/2020 14.42;4-41141;Sale;2050000;Cash;Crisbar Cisitu
08/12/2020 14.41;19-38433;Sale;1850000;Cash;Crisbar Sukapura
08/12/2020 14.40;33-15279;Sale;3600000;Cash;Crisbar Unjani
08/12/2020 14.38;4-41140;Sale;1550000;Cash;Crisbar Cisitu
08/12/2020 14.38;33-15278;Sale;4500000;Cash;Crisbar Unjani
08/12/2020 14.37;4-41139;Sale;3350000;GO FOOD;Crisbar Cisitu
08/12/2020 14.35;43-1402;Sale;2450000;GO FOOD;Crisbar Unjani
08/12/2020 14.34;19-38432;Sale;3800000;Cash;Crisbar Sukapura
08/12/2020 14.34;33-15277;Sale;2200000;Cash;Crisbar Unjani
08/12/2020 14.34;33-15276;Sale;1900000;Cash;Crisbar Unjani
08/12/2020 14.33;43-1401;Sale;6150000;GO FOOD;Crisbar Unjani
08/12/2020 14.32;33-15275;Sale;1800000;Cash;Crisbar Unjani
08/12/2020 14.32;15-32006;Sale;400000;Cash;Crisbar Jatinangor
08/12/2020 14.31;19-38431;Sale;300000;Cash;Crisbar Sukapura
08/12/2020 14.31;33-15274;Sale;2300000;Cash;Crisbar Unjani
08/12/2020 14.29;33-15273;Sale;2700000;Cash;Crisbar Unjani
08/12/2020 14.28;33-15272;Sale;2900000;Cash;Crisbar Unjani
08/12/2020 14.25;29-7015;Sale;2450000;GRAB FOOD;Crisbar Sukajadi
08/12/2020 14.25;4-41138;Sale;1950000;GO FOOD;Crisbar Cisitu
08/12/2020 14.25;15-32005;Sale;200000;Cash;Crisbar Jatinangor
08/12/2020 14.25;4-41137;Sale;3875500;GRAB FOOD;Crisbar Cisitu
08/12/2020 14.24;33-15271;Sale;2400000;Cash;Crisbar Unjani
08/12/2020 14.24;33-15270;Sale;4500000;Cash;Crisbar Unjani
08/12/2020 14.24;15-32004;Sale;3500000;Cash;Crisbar Jatinangor
08/12/2020 14.19;33-15269;Sale;4250000;GOPAY;Crisbar Unjani
08/12/2020 14.19;27-7794;Sale;3454200;GRAB FOOD;Crisbar Antapani
08/12/2020 14.18;19-38430;Sale;2900000;Cash;Crisbar Sukapura
08/12/2020 14.16;4-41136;Sale;4900000;GRAB FOOD;Crisbar Cisitu
08/12/2020 14.14;38-5006;Sale;4900000;Cash;Crisbar Metro Margahayu
08/12/2020 14.11;33-15268;Sale;3900000;Cash;Crisbar Unjani
08/12/2020 14.10;43-1400;Sale;6500000;GO FOOD;Crisbar Unjani
08/12/2020 14.08;4-41135;Sale;2400000;Cash;Crisbar Cisitu
08/12/2020 14.07;27-7793;Sale;3100000;GO FOOD;Crisbar Antapani
08/12/2020 14.06;43-1399;Sale;5900000;GRAB FOOD;Crisbar Unjani
08/12/2020 14.03;4-41134;Sale;800000;Cash;Crisbar Cisitu
08/12/2020 14.02;38-5005;Sale;2450000;Cash;Crisbar Metro Margahayu
08/12/2020 14.00;29-7014;Sale;3875500;GRAB FOOD;Crisbar Sukajadi
08/12/2020 13.59;4-41133;Sale;2350000;OVO;Crisbar Cisitu
08/12/2020 13.58;33-15267;Sale;1300000;Cash;Crisbar Unjani
08/12/2020 13.57;36-5391;Sale;5602600;GRAB FOOD;Crisbar Metro Margahayu
08/12/2020 13.56;38-5004;Sale;4200000;Cash;Crisbar Metro Margahayu
08/12/2020 13.51;27-7792;Sale;350000;GO FOOD;Crisbar Antapani
08/12/2020 13.48;4-41132;Sale;14350000;Cash;Crisbar Cisitu
08/12/2020 13.48;4-41131;Sale;2100000;GRAB FOOD;Crisbar Cisitu
08/12/2020 13.48;29-7013;Sale;9000000;GRAB FOOD;Crisbar Sukajadi
08/12/2020 13.48;36-5390;Sale;3370000;GRAB FOOD;Crisbar Metro Margahayu
08/12/2020 13.48;19-38429;Sale;1850000;Cash;Crisbar Sukapura
08/12/2020 13.47;19-38428;Sale;3900000;GO FOOD;Crisbar Sukapura
08/12/2020 13.44;43-1398;Sale;1900000;GRAB FOOD;Crisbar Unjani
08/12/2020 13.43;15-32003;Sale;4970700;GRAB FOOD;Crisbar Jatinangor
08/12/2020 13.42;38-5003;Sale;2300000;Cash;Crisbar Metro Margahayu
08/12/2020 13.40;4-41130;Sale;4000000;Cash;Crisbar Cisitu
08/12/2020 13.39;19-38427;Sale;2050000;Cash;Crisbar Sukapura
08/12/2020 13.39;19-38426;Sale;1900000;Cash;Crisbar Sukapura
08/12/2020 13.38;4-41129;Sale;3100000;GO FOOD;Crisbar Cisitu
08/12/2020 13.37;19-38425;Sale;2200000;GRAB FOOD;Crisbar Sukapura
08/12/2020 13.36;29-7012;Sale;9500000;GRAB FOOD;Crisbar Sukajadi
08/12/2020 13.35;33-15266;Sale;4000000;Cash;Crisbar Unjani
08/12/2020 13.33;29-7011;Sale;2300000;Cash;Crisbar Sukajadi
08/12/2020 13.31;27-7791;Sale;3370000;GRAB FOOD;Crisbar Antapani
08/12/2020 13.30;19-38424;Sale;3600000;GO FOOD;Crisbar Sukapura
08/12/2020 13.30;29-7010;Sale;3600000;GRAB FOOD;Crisbar Sukajadi
08/12/2020 13.29;4-41128;Sale;6000000;Cash;Crisbar Cisitu
08/12/2020 13.28;15-32002;Sale;2500000;GO FOOD;Crisbar Jatinangor
08/12/2020 13.28;4-41127;Sale;2300000;Cash;Crisbar Cisitu
08/12/2020 13.27;33-15265;Sale;2150000;Cash;Crisbar Unjani
08/12/2020 13.27;4-41126;Sale;2300000;Cash;Crisbar Cisitu
08/12/2020 13.26;4-41125;Sale;7350000;GO FOOD;Crisbar Cisitu
08/12/2020 13.24;27-7790;Sale;4970700;GRAB FOOD;Crisbar Antapani
08/12/2020 13.23;4-41124;Sale;9267500;GRAB FOOD;Crisbar Cisitu
08/12/2020 13.23;43-1397;Sale;2450000;GRAB FOOD;Crisbar Unjani
08/12/2020 13.23;38-5002;Sale;2050000;Cash;Crisbar Metro Margahayu
08/12/2020 13.22;15-32001;Sale;3100000;Cash;Crisbar Jatinangor
08/12/2020 13.22;27-7789;Sale;4718000;GRAB FOOD;Crisbar Antapani
08/12/2020 13.22;4-41123;Sale;5300000;Cash;Crisbar Cisitu
08/12/2020 13.21;27-7788;Sale;4381000;GRAB FOOD;Crisbar Antapani
08/12/2020 13.21;19-38423;Sale;1950000;Cash;Crisbar Sukapura
08/12/2020 13.20;36-5389;Sale;8400000;GRAB FOOD;Crisbar Metro Margahayu
08/12/2020 13.18;43-1396;Sale;2200000;GRAB FOOD;Crisbar Unjani
08/12/2020 13.18;4-41122;Sale;2100000;Cash;Crisbar Cisitu
08/12/2020 13.17;4-41121;Sale;2600000;Cash;Crisbar Cisitu
08/12/2020 13.16;33-15264;Sale;1350000;Cash;Crisbar Unjani
08/12/2020 13.15;43-1395;Sale;5100000;GRAB FOOD;Crisbar Unjani
08/12/2020 13.15;36-5388;Sale;4400000;GO FOOD;Crisbar Metro Margahayu
08/12/2020 13.15;4-41120;Sale;1700000;Cash;Crisbar Cisitu
08/12/2020 13.14;33-15263;Sale;3900000;Cash;Crisbar Unjani
08/12/2020 13.13;4-41119;Sale;1950000;GO FOOD;Crisbar Cisitu
08/12/2020 13.12;19-38422;Sale;3500000;Cash;Crisbar Sukapura
08/12/2020 13.12;38-5001;Sale;1650000;Cash;Crisbar Metro Margahayu
08/12/2020 13.11;4-41118;Sale;4170400;GRAB FOOD;Crisbar Cisitu
08/12/2020 13.10;33-15262;Sale;2050000;Cash;Crisbar Unjani
08/12/2020 13.10;15-32000;Sale;2900000;Cash;Crisbar Jatinangor
08/12/2020 13.10;38-5000;Sale;2450000;Cash;Crisbar Metro Margahayu
08/12/2020 13.09;4-41117;Sale;1900000;Cash;Crisbar Cisitu
08/12/2020 13.06;27-7787;Sale;3300000;GO FOOD;Crisbar Antapani
08/12/2020 13.06;29-7009;Sale;1700000;GRAB FOOD;Crisbar Sukajadi
08/12/2020 13.06;4-41116;Sale;800000;Cash;Crisbar Cisitu
08/12/2020 13.04;29-7008;Sale;2300000;GRAB FOOD;Crisbar Sukajadi
08/12/2020 13.04;27-7786;Sale;3100000;Cash;Crisbar Antapani
08/12/2020 13.04;15-31999;Sale;10000000;GRAB FOOD;Crisbar Jatinangor
08/12/2020 13.03;4-41115;Sale;3370000;GRAB FOOD;Crisbar Cisitu
08/12/2020 13.01;27-7785;Sale;6600000;GO FOOD;Crisbar Antapani
08/12/2020 13.00;43-1394;Sale;9700000;GO FOOD;Crisbar Unjani
08/12/2020 13.00;38-4999;Sale;1800000;Cash;Crisbar Metro Margahayu
08/12/2020 13.00;15-31998;Sale;2000000;GRAB FOOD;Crisbar Jatinangor
08/12/2020 12.57;15-31997;Sale;3370000;GRAB FOOD;Crisbar Jatinangor
08/12/2020 12.56;15-31996;Sale;2250000;GOPAY;Crisbar Jatinangor
08/12/2020 12.55;19-38421;Sale;3700000;Cash;Crisbar Sukapura
08/12/2020 12.54;4-41114;Sale;600000;Cash;Crisbar Cisitu
08/12/2020 12.53;36-5387;Sale;3900000;GRAB FOOD;Crisbar Metro Margahayu
08/12/2020 12.52;19-38420;Sale;2250000;Cash;Crisbar Sukapura
08/12/2020 12.52;15-31995;Sale;3500000;Cash;Crisbar Jatinangor
08/12/2020 12.52;36-5386;Sale;11450000;GO FOOD;Crisbar Metro Margahayu
08/12/2020 12.51;29-7007;Sale;3370000;GRAB FOOD;Crisbar Sukajadi
08/12/2020 12.50;38-4998;Sale;2250000;Cash;Crisbar Metro Margahayu
08/12/2020 12.50;15-31994;Sale;4000000;Cash;Crisbar Jatinangor
08/12/2020 12.49;29-7006;Sale;2300000;GRAB FOOD;Crisbar Sukajadi
08/12/2020 12.48;36-5385;Sale;1700000;GO FOOD;Crisbar Metro Margahayu
08/12/2020 12.48;4-41113;Sale;3800000;Cash;Crisbar Cisitu
08/12/2020 12.48;38-4997;Sale;14650000;Cash;Crisbar Metro Margahayu
08/12/2020 12.47;29-7005;Sale;6000000;GO FOOD;Crisbar Sukajadi
08/12/2020 12.47;4-41112;Sale;2650000;GO FOOD;Crisbar Cisitu
08/12/2020 12.47;33-15261;Sale;4000000;Cash;Crisbar Unjani
08/12/2020 12.46;4-41111;Sale;2400000;GO FOOD;Crisbar Cisitu
08/12/2020 12.44;43-1393;Sale;3707000;GRAB FOOD;Crisbar Unjani
08/12/2020 12.43;4-41110;Sale;2700000;GO FOOD;Crisbar Cisitu
08/12/2020 12.43;19-38419;Sale;4400000;SHOPEE PAY;Crisbar Sukapura
08/12/2020 12.42;4-41109;Sale;8100000;GO FOOD;Crisbar Cisitu
08/12/2020 12.41;4-41108;Sale;3900000;Cash;Crisbar Cisitu
08/12/2020 12.41;19-38418;Sale;2600000;GO FOOD;Crisbar Sukapura
08/12/2020 12.36;29-7004;Sale;3622700;GRAB FOOD;Crisbar Sukajadi
08/12/2020 12.35;15-31993;Sale;3600000;Cash;Crisbar Jatinangor
08/12/2020 12.34;36-5384;Sale;2900000;GO FOOD;Crisbar Metro Margahayu
08/12/2020 12.34;4-41107;Sale;3300000;GO FOOD;Crisbar Cisitu
08/12/2020 12.34;15-31992;Sale;7050000;GO FOOD;Crisbar Jatinangor
08/12/2020 12.31;4-41106;Sale;3400000;GO FOOD;Crisbar Cisitu
08/12/2020 12.31;33-15260;Sale;2000000;Cash;Crisbar Unjani
08/12/2020 12.29;4-41105;Sale;2100000;GO FOOD;Crisbar Cisitu
08/12/2020 12.29;15-31991;Sale;2200000;GO FOOD;Crisbar Jatinangor
08/12/2020 12.27;33-15259;Sale;7200000;Cash;Crisbar Unjani
08/12/2020 12.27;29-7003;Sale;4970700;GRAB FOOD;Crisbar Sukajadi
08/12/2020 12.26;19-38417;Sale;2500000;GRAB FOOD;Crisbar Sukapura
08/12/2020 12.26;4-41104;Sale;5600000;GO FOOD;Crisbar Cisitu
08/12/2020 12.26;36-5383;Sale;10000000;GRAB FOOD;Crisbar Metro Margahayu
08/12/2020 12.25;43-1392;Sale;5550000;GO FOOD;Crisbar Unjani
08/12/2020 12.24;29-7002;Sale;5476200;GRAB FOOD;Crisbar Sukajadi
08/12/2020 12.24;36-5382;Sale;9183200;GRAB FOOD;Crisbar Metro Margahayu
08/12/2020 12.24;4-41103;Sale;2350000;Cash;Crisbar Cisitu
08/12/2020 12.24;33-15258;Sale;3300000;Cash;Crisbar Unjani
08/12/2020 12.23;15-31990;Sale;1900000;GRAB FOOD;Crisbar Jatinangor
08/12/2020 12.21;4-41102;Sale;2900000;GO FOOD;Crisbar Cisitu
08/12/2020 12.21;38-4996;Sale;6050000;Cash;Crisbar Metro Margahayu
08/12/2020 12.21;43-1391;Sale;2900000;GO FOOD;Crisbar Unjani
08/12/2020 12.21;19-38416;Sale;6100000;GO FOOD;Crisbar Sukapura
08/12/2020 12.19;33-15257;Sale;1700000;Cash;Crisbar Unjani
08/12/2020 12.19;4-41101;Sale;8400000;Cash;Crisbar Cisitu
08/12/2020 12.18;43-1390;Sale;3370000;GRAB FOOD;Crisbar Unjani
08/12/2020 12.18;38-4995;Sale;3700000;Cash;Crisbar Metro Margahayu
08/12/2020 12.16;43-1389;Sale;3400000;GO FOOD;Crisbar Unjani
08/12/2020 12.16;38-4994;Sale;12000000;Cash;Crisbar Metro Margahayu
08/12/2020 12.15;33-15256;Sale;2350000;Cash;Crisbar Unjani
08/12/2020 12.15;27-7784;Sale;300000;Cash;Crisbar Antapani
08/12/2020 12.14;33-15255;Sale;3500000;Cash;Crisbar Unjani
08/12/2020 12.14;4-41100;Sale;1700000;GO FOOD;Crisbar Cisitu
