Date;Receipt number;Receipt type;Total collected;Payment type;Store
25/12/2020 13.36;33-16826;Sale;3400000;Cash;Crisbar Unjani
25/12/2020 13.35;38-5697;Sale;5597500;Cash;Crisbar Metro Margahayu
25/12/2020 13.35;44-1435;Sale;4600000;GOPAY;Crisbar Cisitu
25/12/2020 13.33;43-2592;Sale;7450000;GO FOOD;Crisbar Unjani
25/12/2020 13.31;43-2591;Sale;3300000;GO FOOD;Crisbar Unjani
25/12/2020 13.30;44-1434;Sale;3800000;GO FOOD;Crisbar Cisitu
25/12/2020 13.30;15-33477;Sale;3100000;GO FOOD;Crisbar Jatinangor
25/12/2020 13.29;38-5696;Sale;2250000;SHOPEE PAY;Crisbar Metro Margahayu
25/12/2020 13.29;43-2590;Sale;3950000;GO FOOD;Crisbar Unjani
25/12/2020 13.28;27-8428;Sale;4522000;GRAB FOOD;Crisbar Antapani
25/12/2020 13.28;15-33476;Sale;3400000;Cash;Crisbar Jatinangor
25/12/2020 13.28;38-5695;Sale;2250000;SHOPEE PAY;Crisbar Metro Margahayu
25/12/2020 13.24;4-43485;Sale;3400000;Cash;Crisbar Cisitu
25/12/2020 13.23;44-1433;Sale;3230000;GRAB FOOD;Crisbar Cisitu
25/12/2020 13.22;38-5694;Sale;2050000;SHOPEE PAY;Crisbar Metro Margahayu
25/12/2020 13.20;43-2589;Sale;5280000;GO FOOD;Crisbar Unjani
25/12/2020 13.19;43-2588;Sale;3100000;GO FOOD;Crisbar Unjani
25/12/2020 13.17;23-15016;Sale;4100000;Cash;Crisbar Sukabirus
25/12/2020 13.16;43-2587;Sale;2500000;GRAB FOOD;Crisbar Unjani
25/12/2020 13.15;19-39504;Sale;4764200;GRAB FOOD;Crisbar Sukapura
25/12/2020 13.15;44-1432;Sale;2550000;GRAB FOOD;Crisbar Cisitu
25/12/2020 13.14;38-5693;Sale;3900000;Cash;Crisbar Metro Margahayu
25/12/2020 13.14;33-16825;Sale;7900000;Cash;Crisbar Unjani
25/12/2020 13.14;15-33475;Sale;3300000;GO FOOD;Crisbar Jatinangor
25/12/2020 13.13;44-1431;Sale;3230000;GRAB FOOD;Crisbar Cisitu
25/12/2020 13.12;36-6194;Sale;6904100;GRAB FOOD;Crisbar Metro Margahayu
25/12/2020 13.11;44-1430;Sale;5580000;GO FOOD;Crisbar Cisitu
25/12/2020 13.11;36-6193;Sale;7550000;GO FOOD;Crisbar Metro Margahayu
25/12/2020 13.10;4-43484;Sale;4400000;Cash;Crisbar Cisitu
25/12/2020 13.09;43-2586;Sale;2000000;GRAB FOOD;Crisbar Unjani
25/12/2020 13.09;38-5692;Sale;2000000;SHOPEE PAY;Crisbar Metro Margahayu
25/12/2020 13.08;33-16824;Sale;4597500;Cash;Crisbar Unjani
25/12/2020 13.08;38-5691;Sale;2000000;SHOPEE PAY;Crisbar Metro Margahayu
25/12/2020 13.07;29-7718;Sale;2000000;GO FOOD;Crisbar Sukajadi
25/12/2020 13.07;38-5690;Sale;2000000;SHOPEE PAY;Crisbar Metro Margahayu
25/12/2020 13.07;44-1429;Sale;2400000;OVO;Crisbar Cisitu
25/12/2020 13.06;38-5689;Sale;1900000;SHOPEE PAY;Crisbar Metro Margahayu
25/12/2020 13.06;38-5688;Sale;1800000;SHOPEE PAY;Crisbar Metro Margahayu
25/12/2020 13.05;15-33474;Sale;7267500;GRAB FOOD;Crisbar Jatinangor
25/12/2020 13.05;4-43483;Sale;2150000;Cash;Crisbar Cisitu
25/12/2020 13.04;15-33473;Sale;5780000;GO FOOD;Crisbar Jatinangor
25/12/2020 13.04;33-16823;Sale;6647500;Cash;Crisbar Unjani
25/12/2020 13.03;38-5687;Sale;3950000;Cash;Crisbar Metro Margahayu
25/12/2020 13.02;4-43482;Sale;3400000;Cash;Crisbar Cisitu
25/12/2020 13.01;27-8427;Sale;2400000;GRAB FOOD;Crisbar Antapani
25/12/2020 13.01;36-6192;Sale;2700000;GRAB FOOD;Crisbar Metro Margahayu
25/12/2020 12.59;4-43481;Sale;6300000;Cash;Crisbar Cisitu
25/12/2020 12.58;15-33472;Sale;4350000;GO FOOD;Crisbar Jatinangor
25/12/2020 12.56;15-33471;Sale;2050000;Cash;Crisbar Jatinangor
25/12/2020 12.56;29-7717;Sale;6750000;Cash;Crisbar Sukajadi
25/12/2020 12.53;15-33470;Sale;3300000;GO FOOD;Crisbar Jatinangor
25/12/2020 12.50;23-15015;Sale;4180000;GO FOOD;Crisbar Sukabirus
25/12/2020 12.48;29-7716;Sale;5329500;GRAB FOOD;Crisbar Sukajadi
25/12/2020 12.48;44-1428;Sale;8000000;GRAB FOOD;Crisbar Cisitu
25/12/2020 12.46;43-2585;Sale;2950000;GRAB FOOD;Crisbar Unjani
25/12/2020 12.46;29-7715;Sale;3270400;GRAB FOOD;Crisbar Sukajadi
25/12/2020 12.44;38-5686;Sale;4400000;Cash;Crisbar Metro Margahayu
25/12/2020 12.44;23-15014;Sale;2000000;Cash;Crisbar Sukabirus
25/12/2020 12.41;43-2584;Sale;2500000;GO FOOD;Crisbar Unjani
25/12/2020 12.40;4-43480;Sale;4400000;Cash;Crisbar Cisitu
25/12/2020 12.39;15-33469;Sale;10500000;GRAB FOOD;Crisbar Jatinangor
25/12/2020 12.37;33-16822;Sale;2300000;Cash;Crisbar Unjani
25/12/2020 12.37;36-6191;Sale;5006500;GRAB FOOD;Crisbar Metro Margahayu
25/12/2020 12.37;4-43479;Sale;2300000;Cash;Crisbar Cisitu
25/12/2020 12.37;44-1427;Sale;4764200;GRAB FOOD;Crisbar Cisitu
25/12/2020 12.36;4-43478;Sale;2000000;Cash;Crisbar Cisitu
25/12/2020 12.36;33-16821;Sale;3800000;Cash;Crisbar Unjani
25/12/2020 12.36;15-33468;Sale;3800000;Cash;Crisbar Jatinangor
25/12/2020 12.35;4-43477;Sale;1900000;Cash;Crisbar Cisitu
25/12/2020 12.35;27-8426;Sale;6730000;GO FOOD;Crisbar Antapani
25/12/2020 12.34;38-5685;Sale;4200000;Cash;Crisbar Metro Margahayu
25/12/2020 12.34;44-1426;Sale;3100000;GO FOOD;Crisbar Cisitu
25/12/2020 12.34;27-8425;Sale;7150000;GRAB FOOD;Crisbar Antapani
25/12/2020 12.34;33-16820;Sale;2250000;Cash;Crisbar Unjani
25/12/2020 12.33;23-15013;Sale;5050000;Cash;Crisbar Sukabirus
25/12/2020 12.33;44-1425;Sale;4925700;GRAB FOOD;Crisbar Cisitu
25/12/2020 12.31;4-43476;Sale;3900000;Cash;Crisbar Cisitu
25/12/2020 12.28;44-1424;Sale;2200000;GOPAY;Crisbar Cisitu
25/12/2020 12.27;36-6190;Sale;4764200;GRAB FOOD;Crisbar Metro Margahayu
25/12/2020 12.26;36-6189;Sale;2300000;GO FOOD;Crisbar Metro Margahayu
25/12/2020 12.25;4-43475;Sale;5800000;Cash;Crisbar Cisitu
25/12/2020 12.24;19-39503;Sale;7250000;Cash;Crisbar Sukapura
25/12/2020 12.22;19-39502;Sale;16780000;GO FOOD;Crisbar Sukapura
25/12/2020 12.21;19-39501;Sale;7950000;GO FOOD;Crisbar Sukapura
25/12/2020 12.20;44-1423;Sale;2400000;OVO;Crisbar Cisitu
25/12/2020 12.19;29-7714;Sale;3714500;GRAB FOOD;Crisbar Sukajadi
25/12/2020 12.19;36-6188;Sale;4845000;GRAB FOOD;Crisbar Metro Margahayu
25/12/2020 12.18;4-43474;Sale;2300000;Cash;Crisbar Cisitu
25/12/2020 12.18;36-6187;Sale;6904100;GRAB FOOD;Crisbar Metro Margahayu
25/12/2020 12.17;44-1422;Sale;2300000;OVO;Crisbar Cisitu
25/12/2020 12.17;33-16819;Sale;4600000;Cash;Crisbar Unjani
25/12/2020 12.15;33-16818;Sale;13300000;Cash;Crisbar Unjani
25/12/2020 12.12;36-6186;Sale;5208400;GRAB FOOD;Crisbar Metro Margahayu
25/12/2020 12.05;38-5684;Sale;3700000;Cash;Crisbar Metro Margahayu
25/12/2020 12.03;29-7713;Sale;3674100;GRAB FOOD;Crisbar Sukajadi
25/12/2020 12.00;29-7712;Sale;4764200;GRAB FOOD;Crisbar Sukajadi
25/12/2020 11.59;4-43473;Sale;5250000;Cash;Crisbar Cisitu
25/12/2020 11.58;43-2583;Sale;4360500;GRAB FOOD;Crisbar Unjani
25/12/2020 11.57;4-43472;Sale;6200000;Cash;Crisbar Cisitu
25/12/2020 11.54;27-8424;Sale;4400900;GRAB FOOD;Crisbar Antapani
25/12/2020 11.53;4-43471;Sale;600000;Cash;Crisbar Cisitu
25/12/2020 11.52;38-5683;Sale;2750000;Cash;Crisbar Metro Margahayu
25/12/2020 11.47;36-6185;Sale;2500000;GO FOOD;Crisbar Metro Margahayu
25/12/2020 11.44;33-16817;Sale;4650000;Cash;Crisbar Unjani
25/12/2020 11.44;4-43470;Sale;1800000;Cash;Crisbar Cisitu
25/12/2020 11.42;44-1421;Sale;2800000;GRAB FOOD;Crisbar Cisitu
25/12/2020 11.42;33-16816;Sale;3800000;Cash;Crisbar Unjani
25/12/2020 11.40;43-2582;Sale;6200000;GRAB FOOD;Crisbar Unjani
25/12/2020 11.39;27-8423;Sale;1300000;Cash;Crisbar Antapani
25/12/2020 11.37;36-6184;Sale;3350000;GRAB FOOD;Crisbar Metro Margahayu
25/12/2020 11.35;27-8422;Sale;6880000;GO FOOD;Crisbar Antapani
25/12/2020 11.34;44-1420;Sale;4360500;GRAB FOOD;Crisbar Cisitu
25/12/2020 11.33;27-8421;Sale;6015900;GRAB FOOD;Crisbar Antapani
25/12/2020 11.32;4-43469;Sale;5597500;Cash;Crisbar Cisitu
25/12/2020 11.30;15-33467;Sale;3300000;GO FOOD;Crisbar Jatinangor
25/12/2020 11.24;36-6183;Sale;7650000;GRAB FOOD;Crisbar Metro Margahayu
25/12/2020 11.19;27-8420;Sale;10725000;GRAB FOOD;Crisbar Antapani
25/12/2020 11.17;19-39500;Sale;7800000;Cash;Crisbar Sukapura
25/12/2020 11.15;44-1419;Sale;3980000;GO FOOD;Crisbar Cisitu
25/12/2020 11.14;15-33466;Sale;4180000;GO FOOD;Crisbar Jatinangor
25/12/2020 11.06;4-43468;Sale;4000000;Cash;Crisbar Cisitu
25/12/2020 11.06;19-39499;Sale;3580000;GO FOOD;Crisbar Sukapura
25/12/2020 11.04;15-33465;Sale;4764200;GRAB FOOD;Crisbar Jatinangor
25/12/2020 11.03;44-1418;Sale;2000000;SHOPEE PAY;Crisbar Cisitu
25/12/2020 11.02;36-6182;Sale;4764200;GRAB FOOD;Crisbar Metro Margahayu
25/12/2020 11.00;44-1417;Sale;4400000;GO FOOD;Crisbar Cisitu
25/12/2020 10.58;19-39498;Sale;3400000;Cash;Crisbar Sukapura
25/12/2020 10.57;27-8419;Sale;4441200;GRAB FOOD;Crisbar Antapani
25/12/2020 10.56;36-6181;Sale;2700000;GRAB FOOD;Crisbar Metro Margahayu
25/12/2020 10.51;44-1416;Sale;3310700;GRAB FOOD;Crisbar Cisitu
25/12/2020 10.50;4-43467;Sale;1750000;Cash;Crisbar Cisitu
25/12/2020 10.50;15-33464;Sale;4400000;GO FOOD;Crisbar Jatinangor
25/12/2020 10.48;23-15012;Sale;4380000;GO FOOD;Crisbar Sukabirus
25/12/2020 10.43;44-1415;Sale;3714500;GRAB FOOD;Crisbar Cisitu
25/12/2020 10.42;4-43466;Sale;5250000;Cash;Crisbar Cisitu
25/12/2020 10.40;44-1414;Sale;3310700;GRAB FOOD;Crisbar Cisitu
25/12/2020 10.36;33-16815;Sale;4650000;Cash;Crisbar Unjani
25/12/2020 10.35;33-16814;Sale;1950000;Cash;Crisbar Unjani
25/12/2020 10.34;33-16813;Sale;3300000;Cash;Crisbar Unjani
25/12/2020 10.34;33-16812;Sale;1450000;Cash;Crisbar Unjani
25/12/2020 10.34;43-2581;Sale;4600000;GRAB FOOD;Crisbar Unjani
25/12/2020 10.30;44-1413;Sale;4683500;GRAB FOOD;Crisbar Cisitu
25/12/2020 10.30;29-7711;Sale;6200000;GO FOOD;Crisbar Sukajadi
25/12/2020 10.27;4-43465;Sale;4550000;Cash;Crisbar Cisitu
25/12/2020 10.20;33-16811;Sale;3800000;Cash;Crisbar Unjani
25/12/2020 10.18;43-2580;Sale;2700000;GRAB FOOD;Crisbar Unjani
25/12/2020 10.17;23-15011;Sale;5900000;GRAB FOOD;Crisbar Sukabirus
25/12/2020 10.10;33-16810;Sale;3800000;Cash;Crisbar Unjani
25/12/2020 10.09;43-2579;Sale;4845000;GRAB FOOD;Crisbar Unjani
25/12/2020 10.08;38-5682;Sale;4400000;Cash;Crisbar Metro Margahayu
25/12/2020 10.01;15-33463;Sale;1750000;Cash;Crisbar Jatinangor
25/12/2020 09.48;15-33462;Sale;3700000;SHOPEE PAY;Crisbar Jatinangor
24/12/2020 22.55;19-39497;Sale;2800000;Cash;Crisbar Sukapura
24/12/2020 22.54;19-39496;Sale;8500000;Cash;Crisbar Sukapura
24/12/2020 22.53;19-39495;Sale;7250000;Cash;Crisbar Sukapura
24/12/2020 22.49;29-7710;Sale;2700000;Cash;Crisbar Sukajadi
24/12/2020 22.48;29-7709;Sale;0;Cash;Crisbar Sukajadi
24/12/2020 22.47;19-39494;Sale;300000;Cash;Crisbar Sukapura
24/12/2020 22.46;29-7708;Sale;300000;Cash;Crisbar Sukajadi
24/12/2020 22.46;44-1412;Sale;6000000;GRAB FOOD;Crisbar Cisitu
24/12/2020 22.45;29-7707;Sale;300000;Cash;Crisbar Sukajadi
24/12/2020 22.42;19-39493;Sale;2250000;GOPAY;Crisbar Sukapura
24/12/2020 22.41;19-39492;Sale;2250000;GOPAY;Crisbar Sukapura
24/12/2020 22.40;36-6180;Sale;3580000;GO FOOD;Crisbar Metro Margahayu
24/12/2020 22.39;36-6179;Refund;-4300000;GO FOOD;Crisbar Metro Margahayu
24/12/2020 22.37;19-39491;Refund;-3330000;GO FOOD;Crisbar Sukapura
24/12/2020 22.14;29-7706;Sale;6096600;GRAB FOOD;Crisbar Sukajadi
24/12/2020 22.12;43-2578;Refund;-5950000;GO FOOD;Crisbar Unjani
24/12/2020 22.10;44-1411;Sale;2900000;GRAB FOOD;Crisbar Cisitu
24/12/2020 22.10;43-2577;Sale;5950000;GRAB FOOD;Crisbar Unjani
24/12/2020 22.08;43-2576;Sale;5950000;GO FOOD;Crisbar Unjani
24/12/2020 22.05;43-2575;Sale;6780000;GO FOOD;Crisbar Unjani
24/12/2020 22.02;38-5681;Sale;0;Cash;Crisbar Metro Margahayu
24/12/2020 22.01;38-5680;Sale;0;Cash;Crisbar Metro Margahayu
24/12/2020 21.58;33-16809;Refund;-6780000;Cash;Crisbar Unjani
24/12/2020 21.57;33-16808;Refund;-6780000;Cash;Crisbar Unjani
24/12/2020 21.57;27-8418;Sale;9450000;GRAB FOOD;Crisbar Antapani
24/12/2020 21.55;44-1410;Sale;1850000;GRAB FOOD;Crisbar Cisitu
24/12/2020 21.55;15-33461;Sale;0;Cash;Crisbar Jatinangor
24/12/2020 21.49;29-7705;Sale;6298500;GRAB FOOD;Crisbar Sukajadi
24/12/2020 21.45;43-2574;Sale;5550000;GRAB FOOD;Crisbar Unjani
24/12/2020 21.44;29-7704;Sale;2300000;GRAB FOOD;Crisbar Sukajadi
24/12/2020 21.44;29-7703;Sale;2400000;GRAB FOOD;Crisbar Sukajadi
24/12/2020 21.41;33-16807;Sale;1650000;Cash;Crisbar Unjani
24/12/2020 21.38;15-33460;Sale;2350000;GO FOOD;Crisbar Jatinangor
24/12/2020 21.38;27-8417;Sale;4764200;GRAB FOOD;Crisbar Antapani
24/12/2020 21.36;4-43464;Sale;300000;Cash;Crisbar Cisitu
24/12/2020 21.34;15-33459;Sale;9900000;GO FOOD;Crisbar Jatinangor
24/12/2020 21.34;33-16806;Sale;3500000;Cash;Crisbar Unjani
24/12/2020 21.34;23-15010;Sale;3230000;GRAB FOOD;Crisbar Sukabirus
24/12/2020 21.32;33-16805;Sale;4597500;Cash;Crisbar Unjani
24/12/2020 21.29;4-43463;Sale;300000;Cash;Crisbar Cisitu
24/12/2020 21.28;15-33458;Sale;3351100;GRAB FOOD;Crisbar Jatinangor
24/12/2020 21.26;4-43462;Sale;300000;Cash;Crisbar Cisitu
24/12/2020 21.25;4-43461;Sale;3700000;Cash;Crisbar Cisitu
24/12/2020 21.22;36-6178;Sale;5900000;GO FOOD;Crisbar Metro Margahayu
24/12/2020 21.21;44-1409;Sale;2250000;GRAB FOOD;Crisbar Cisitu
24/12/2020 21.18;4-43460;Sale;400000;Cash;Crisbar Cisitu
24/12/2020 21.18;4-43459;Sale;2000000;Cash;Crisbar Cisitu
24/12/2020 21.17;27-8416;Sale;300000;Cash;Crisbar Antapani
24/12/2020 21.17;36-6177;Sale;2000000;GRAB FOOD;Crisbar Metro Margahayu
24/12/2020 21.17;27-8415;Sale;100000;Cash;Crisbar Antapani
24/12/2020 21.16;15-33457;Sale;2000000;Cash;Crisbar Jatinangor
24/12/2020 21.16;29-7702;Sale;4764200;GRAB FOOD;Crisbar Sukajadi
24/12/2020 21.12;33-16804;Sale;400000;Cash;Crisbar Unjani
24/12/2020 21.10;29-7701;Sale;3431900;GRAB FOOD;Crisbar Sukajadi
24/12/2020 21.10;36-6176;Sale;4764200;GRAB FOOD;Crisbar Metro Margahayu
24/12/2020 21.09;43-2573;Sale;5100000;GRAB FOOD;Crisbar Unjani
24/12/2020 21.08;44-1408;Sale;3472200;GRAB FOOD;Crisbar Cisitu
24/12/2020 21.08;43-2572;Sale;2600000;GRAB FOOD;Crisbar Unjani
24/12/2020 21.07;15-33456;Sale;7913500;GRAB FOOD;Crisbar Jatinangor
24/12/2020 21.06;29-7700;Sale;3230000;GRAB FOOD;Crisbar Sukajadi
24/12/2020 21.04;43-2571;Sale;5200000;GRAB FOOD;Crisbar Unjani
24/12/2020 21.02;43-2570;Sale;9500000;GRAB FOOD;Crisbar Unjani
24/12/2020 21.00;23-15009;Sale;1600000;Cash;Crisbar Sukabirus
24/12/2020 20.58;27-8414;Refund;-1850000;GO FOOD;Crisbar Antapani
24/12/2020 20.58;38-5679;Sale;5300000;GOPAY;Crisbar Metro Margahayu
24/12/2020 20.55;33-16803;Sale;2500000;Cash;Crisbar Unjani
24/12/2020 20.54;38-5678;Sale;2900000;Cash;Crisbar Metro Margahayu
24/12/2020 20.54;33-16802;Sale;2000000;Cash;Crisbar Unjani
24/12/2020 20.53;43-2569;Sale;5000000;GRAB FOOD;Crisbar Unjani
24/12/2020 20.51;33-16801;Sale;4597500;Cash;Crisbar Unjani
24/12/2020 20.50;29-7699;Sale;4764200;GRAB FOOD;Crisbar Sukajadi
24/12/2020 20.48;4-43458;Sale;8950000;Cash;Crisbar Cisitu
24/12/2020 20.47;36-6175;Sale;2600000;GRAB FOOD;Crisbar Metro Margahayu
24/12/2020 20.45;15-33455;Sale;3150000;GRAB FOOD;Crisbar Jatinangor
24/12/2020 20.45;43-2568;Sale;6780000;Cash;Crisbar Unjani
24/12/2020 20.45;19-39490;Sale;3900000;GRAB FOOD;Crisbar Sukapura
24/12/2020 20.44;29-7698;Sale;2150000;Cash;Crisbar Sukajadi
24/12/2020 20.43;4-43457;Sale;2000000;Cash;Crisbar Cisitu
24/12/2020 20.43;15-33454;Sale;3714500;GRAB FOOD;Crisbar Jatinangor
24/12/2020 20.43;43-2567;Sale;6780000;Cash;Crisbar Unjani
24/12/2020 20.41;4-43456;Sale;2300000;Cash;Crisbar Cisitu
24/12/2020 20.40;44-1407;Sale;13000000;GRAB FOOD;Crisbar Cisitu
24/12/2020 20.39;43-2566;Sale;2200000;GO FOOD;Crisbar Unjani
24/12/2020 20.38;29-7697;Sale;2200000;GRAB FOOD;Crisbar Sukajadi
24/12/2020 20.36;38-5677;Sale;0;Cash;Crisbar Metro Margahayu
24/12/2020 20.35;33-16800;Sale;6100000;Cash;Crisbar Unjani
24/12/2020 20.34;23-15008;Sale;10000000;Cash;Crisbar Sukabirus
24/12/2020 20.34;27-8413;Sale;3230000;GRAB FOOD;Crisbar Antapani
24/12/2020 20.33;4-43455;Sale;2250000;Cash;Crisbar Cisitu
24/12/2020 20.30;4-43454;Sale;2250000;Cash;Crisbar Cisitu
24/12/2020 20.29;44-1406;Sale;2250000;OVO;Crisbar Cisitu
24/12/2020 20.28;15-33453;Sale;8480000;GO FOOD;Crisbar Jatinangor
24/12/2020 20.28;29-7696;Sale;4764200;GRAB FOOD;Crisbar Sukajadi
24/12/2020 20.27;15-33452;Sale;3150000;GO FOOD;Crisbar Jatinangor
24/12/2020 20.27;44-1405;Sale;2550000;OVO;Crisbar Cisitu
24/12/2020 20.24;4-43453;Sale;2250000;Cash;Crisbar Cisitu
24/12/2020 20.23;15-33451;Sale;2000000;Cash;Crisbar Jatinangor
24/12/2020 20.22;4-43452;Sale;2250000;Cash;Crisbar Cisitu
24/12/2020 20.21;44-1404;Sale;5200000;GO FOOD;Crisbar Cisitu
24/12/2020 20.17;36-6174;Sale;3230000;GRAB FOOD;Crisbar Metro Margahayu
24/12/2020 20.16;4-43451;Sale;2250000;Cash;Crisbar Cisitu
24/12/2020 20.13;44-1403;Sale;3230000;GRAB FOOD;Crisbar Cisitu
24/12/2020 20.13;15-33450;Sale;4037500;GRAB FOOD;Crisbar Jatinangor
24/12/2020 20.12;29-7695;Sale;7500000;GRAB FOOD;Crisbar Sukajadi
24/12/2020 20.12;27-8412;Sale;2400000;GRAB FOOD;Crisbar Antapani
24/12/2020 20.11;27-8411;Sale;1850000;GO FOOD;Crisbar Antapani
24/12/2020 20.11;44-1402;Sale;3880000;GO FOOD;Crisbar Cisitu
24/12/2020 20.11;19-39489;Sale;3351100;GRAB FOOD;Crisbar Sukapura
24/12/2020 20.11;43-2565;Sale;6783000;GRAB FOOD;Crisbar Unjani
24/12/2020 20.07;23-15007;Sale;1700000;GOPAY;Crisbar Sukabirus
24/12/2020 20.06;38-5676;Sale;2450000;Cash;Crisbar Metro Margahayu
24/12/2020 20.06;44-1401;Sale;3230000;GRAB FOOD;Crisbar Cisitu
24/12/2020 20.06;27-8410;Sale;1950000;Cash;Crisbar Antapani
24/12/2020 20.05;27-8409;Sale;100000;Cash;Crisbar Antapani
24/12/2020 20.05;44-1400;Sale;3310700;GRAB FOOD;Crisbar Cisitu
24/12/2020 20.04;29-7694;Sale;4000000;GO FOOD;Crisbar Sukajadi
24/12/2020 20.02;43-2564;Sale;5900000;GRAB FOOD;Crisbar Unjani
24/12/2020 20.00;15-33449;Sale;3391500;GRAB FOOD;Crisbar Jatinangor
24/12/2020 20.00;33-16799;Sale;5947500;Cash;Crisbar Unjani
24/12/2020 19.59;19-39488;Sale;4900000;Cash;Crisbar Sukapura
24/12/2020 19.58;43-2563;Sale;5733200;GRAB FOOD;Crisbar Unjani
24/12/2020 19.57;36-6173;Sale;3754900;GRAB FOOD;Crisbar Metro Margahayu
24/12/2020 19.57;43-2562;Sale;2300000;GRAB FOOD;Crisbar Unjani
24/12/2020 19.54;36-6172;Sale;7650000;GO FOOD;Crisbar Metro Margahayu
24/12/2020 19.52;38-5675;Sale;3700000;Cash;Crisbar Metro Margahayu
24/12/2020 19.52;44-1399;Sale;2600000;GRAB FOOD;Crisbar Cisitu
24/12/2020 19.49;44-1398;Sale;3553000;GRAB FOOD;Crisbar Cisitu
24/12/2020 19.48;36-6171;Sale;4764200;GRAB FOOD;Crisbar Metro Margahayu
24/12/2020 19.41;44-1397;Sale;5500000;GO FOOD;Crisbar Cisitu
24/12/2020 19.40;4-43450;Sale;2150000;Cash;Crisbar Cisitu
24/12/2020 19.37;44-1396;Sale;3050000;GRAB FOOD;Crisbar Cisitu
24/12/2020 19.37;15-33448;Sale;7025200;GRAB FOOD;Crisbar Jatinangor
24/12/2020 19.36;44-1395;Sale;2000000;GRAB FOOD;Crisbar Cisitu
24/12/2020 19.35;36-6170;Sale;5894700;GRAB FOOD;Crisbar Metro Margahayu
24/12/2020 19.34;23-15006;Sale;3980000;GO FOOD;Crisbar Sukabirus
24/12/2020 19.34;43-2561;Sale;7600000;GRAB FOOD;Crisbar Unjani
24/12/2020 19.33;15-33447;Sale;3472200;GRAB FOOD;Crisbar Jatinangor
24/12/2020 19.33;15-33446;Sale;4764200;GRAB FOOD;Crisbar Jatinangor
24/12/2020 19.31;4-43449;Sale;750000;Cash;Crisbar Cisitu
24/12/2020 19.29;19-39487;Sale;2000000;SHOPEE PAY;Crisbar Sukapura
24/12/2020 19.28;38-5674;Sale;1350000;Cash;Crisbar Metro Margahayu
24/12/2020 19.27;33-16798;Sale;1350000;SHOPEE PAY;Crisbar Unjani
24/12/2020 19.27;19-39486;Sale;1800000;SHOPEE PAY;Crisbar Sukapura
24/12/2020 19.24;33-16797;Sale;6000000;Cash;Crisbar Unjani
24/12/2020 19.23;15-33445;Sale;5100000;GO FOOD;Crisbar Jatinangor
24/12/2020 19.21;43-2560;Sale;6944500;GRAB FOOD;Crisbar Unjani
24/12/2020 19.20;33-16796;Sale;1350000;SHOPEE PAY;Crisbar Unjani
24/12/2020 19.16;36-6169;Sale;6050000;GRAB FOOD;Crisbar Metro Margahayu
24/12/2020 19.14;36-6168;Sale;3674100;GRAB FOOD;Crisbar Metro Margahayu
24/12/2020 19.09;15-33444;Sale;4037500;GRAB FOOD;Crisbar Jatinangor
24/12/2020 19.07;29-7693;Sale;5733200;GRAB FOOD;Crisbar Sukajadi
24/12/2020 19.04;23-15005;Sale;4597500;Cash;Crisbar Sukabirus
24/12/2020 19.03;44-1394;Sale;6200000;GRAB FOOD;Crisbar Cisitu
24/12/2020 19.03;38-5673;Sale;1550000;SHOPEE PAY;Crisbar Metro Margahayu
24/12/2020 19.02;38-5672;Sale;1450000;SHOPEE PAY;Crisbar Metro Margahayu
24/12/2020 19.01;15-33443;Sale;5168000;GRAB FOOD;Crisbar Jatinangor
24/12/2020 18.59;33-16795;Sale;7600000;Cash;Crisbar Unjani
24/12/2020 18.55;19-39485;Sale;4100000;Cash;Crisbar Sukapura
24/12/2020 18.55;43-2559;Sale;2550000;GO FOOD;Crisbar Unjani
24/12/2020 18.52;29-7692;Sale;4600000;Cash;Crisbar Sukajadi
24/12/2020 18.52;33-16794;Sale;1900000;Cash;Crisbar Unjani
24/12/2020 18.51;29-7691;Sale;3431900;GRAB FOOD;Crisbar Sukajadi
24/12/2020 18.49;43-2558;Sale;2300000;GO FOOD;Crisbar Unjani
24/12/2020 18.48;44-1393;Sale;1750000;SHOPEE PAY;Crisbar Cisitu
24/12/2020 18.47;15-33442;Sale;7792400;GRAB FOOD;Crisbar Jatinangor
24/12/2020 18.46;23-15004;Refund;-6200000;GO FOOD;Crisbar Sukabirus
24/12/2020 18.46;15-33441;Sale;4683500;GRAB FOOD;Crisbar Jatinangor
24/12/2020 18.44;15-33440;Sale;3380000;GO FOOD;Crisbar Jatinangor
24/12/2020 18.42;23-15003;Sale;6200000;GO FOOD;Crisbar Sukabirus
24/12/2020 18.40;19-39484;Sale;3330000;GO FOOD;Crisbar Sukapura
24/12/2020 18.40;38-5671;Sale;7250000;Cash;Crisbar Metro Margahayu
24/12/2020 18.34;36-6167;Sale;7994200;GRAB FOOD;Crisbar Metro Margahayu
24/12/2020 18.33;43-2557;Sale;2650000;GO FOOD;Crisbar Unjani
24/12/2020 18.33;15-33439;Sale;2100000;GO FOOD;Crisbar Jatinangor
24/12/2020 18.32;43-2556;Sale;2300000;GO FOOD;Crisbar Unjani
24/12/2020 18.30;43-2555;Sale;3000000;GO FOOD;Crisbar Unjani
24/12/2020 18.30;36-6166;Sale;4279700;GRAB FOOD;Crisbar Metro Margahayu
24/12/2020 18.28;36-6165;Sale;4683500;GRAB FOOD;Crisbar Metro Margahayu
24/12/2020 18.28;15-33438;Sale;4764200;GRAB FOOD;Crisbar Jatinangor
